"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19396","Депозит валидной суммы на свой существующий счёт [2] amount = 4999.0","","2026-07-30","passed","2026-07-30","","iteration2.api.AccountDepositTest","iteration2.api.AccountDepositTest","userCanDepositExistAccount"
"","47125","Отображение истории перевода на чужой счёт","","2026-07-30","passed","2026-07-30","","iteration2.ui.TransferAgainTest","iteration2.ui.TransferAgainTest","userCanSearchTransactionBetweenOtherTransfer"
"","6048","userCanCreateAccountTest()","","2026-07-30","passed","2026-07-30","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","userCanCreateAccountTest"
"","18517","Депозит невалидной суммы на свой существующий счёт [1] amount = 0, errorMessage = ""Invalid account or amount""","","2026-07-30","passed","2026-07-30","","iteration2.api.AccountDepositTest","iteration2.api.AccountDepositTest","userCanNotDepositExistAccountWithBadValue"
"","27491","userCanLoginWithCorrectDataTest()","","2026-07-30","failed","2026-07-30","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","38217","Депозит невалидной суммы на свой существующий счёт [1] amount = 0, alert = ""❌ Please enter a valid amount.""","","2026-07-30","passed","2026-07-30","","iteration2.ui.AccountDepositTest","iteration2.ui.AccountDepositTest","userCanNotDepositExistAccountWithBadValue"
"","13188","Депозит невалидной суммы на свой существующий счёт [2] amount = -1, errorMessage = ""Invalid account or amount""","","2026-07-30","passed","2026-07-30","","iteration2.api.AccountDepositTest","iteration2.api.AccountDepositTest","userCanNotDepositExistAccountWithBadValue"
"","19407","Депозит невалидной суммы на свой существующий счёт [3] amount = 5001.0, errorMessage = ""Deposit amount exceeds the 5000 limit""","","2026-07-30","passed","2026-07-30","","iteration2.api.AccountDepositTest","iteration2.api.AccountDepositTest","userCanNotDepositExistAccountWithBadValue"
"","33812","Ввод имени пользователя на невалидное значение [2] newName = ""CTrYC aEUUs BpZef""","","2026-07-30","passed","2026-07-30","","iteration2.ui.ChangeNameTest","iteration2.ui.ChangeNameTest","userCanNotSetInvalidName"
"","24714","Перевод с чужого аккаунта на свой","","2026-07-30","passed","2026-07-30","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanNotTransferFromNeSvoyAccount"
"","19063","Перевод между своими счетами [2] transferAmount = 9999.0","","2026-07-30","passed","2026-07-30","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanTransferMoneyBetweenAccounts"
"","37470","testTransferWithFraudCheckApproved(FraudCheckResponse)","","2026-07-30","passed","2026-07-30","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckApproved"
"","37185","Перевод между своими счетами [2] transferAmount = 9999.0","","2026-07-30","passed","2026-07-30","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanTransferMoneyBetweenAccounts"
"","13618","Невозможность изменения имени пользователя на невалидное значение [3] name = ""ZciiF15171 kAuOV07236""","","2026-07-30","passed","2026-07-30","","iteration2.api.ChangeNameTest","iteration2.api.ChangeNameTest","userCanNotUpdateInvalidName"
"","21027","testTransferWithFraudOtherReason(FraudCheckResponse)","","2026-07-30","passed","2026-07-30","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudOtherReason"
"","38517","adminCanCreateUserTest()","","2026-07-30","passed","2026-07-30","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","3559","adminCanCreateUserWithCorrectData()","","2026-07-30","passed","2026-07-30","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","65756","Отсутствие перевода без Recipient Account Number","","2026-07-30","passed","2026-07-30","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanNotTransferWithoutRecipientAccountNumber"
"","49826","Перевод между своими счетами [3] transferAmount = 10000.0","","2026-07-30","passed","2026-07-30","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanTransferMoneyBetweenAccounts"
"","35923","Отображение истории транзакций между своими счетами","","2026-07-30","passed","2026-07-30","","iteration2.ui.TransferAgainTest","iteration2.ui.TransferAgainTest","userCanSearchTransactionBetweenOwnTransfers"
"","62541","Трансфер невалидной суммы на свой существующий счёт [2] transferAmount = 10001.0, message = ""Transfer amount cannot exceed 10000""","","2026-07-30","passed","2026-07-30","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanNotTransferInvalidAmountBetweenAccounts"
"","45737","Перевод без Recipient Name","","2026-07-30","passed","2026-07-30","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanNotTransferWithoutRecipientName"
"","67398","Повторный перевод на свой счёт","","2026-07-30","passed","2026-07-30","","iteration2.ui.RepeatTransferTest","iteration2.ui.RepeatTransferTest","userCanRepeatTransferToOwnAccount"
"","20863","Трансфер невалидной суммы на свой существующий счёт [1] transferAmount = -1, errorMessage = ""Invalid transfer: insufficient funds or invalid accounts""","","2026-07-30","passed","2026-07-30","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanNotTransferInvalidAmountBetweenAccounts"
"","68681","Депозит валидной суммы на свой существующий счёт [2] amount = 4999.0","","2026-07-30","passed","2026-07-30","","iteration2.ui.AccountDepositTest","iteration2.ui.AccountDepositTest","userCanDepositToExistAccount"
"","3278","adminCanNotCreateUserWithInvalidData(String, String, String, List) [4] username = ""lUZcsNWQoc"", password = null, errorKey = ""password"", errorValue = [Password cannot be blank]","","2026-07-30","passed","2026-07-30","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","87246","Повторный перевод на чужой счёт","","2026-07-30","passed","2026-07-30","","iteration2.ui.RepeatTransferTest","iteration2.ui.RepeatTransferTest","userCanSearchTransactionBetweenOtherTransfer"
"","19615","Отсутствие перевода между счетами при недостаточности средств у отправителя","","2026-07-30","passed","2026-07-30","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanNotTransferInsufficientMoneyBetweenAccounts"
"","34654","adminCanLoginWithCorrectDataTest()","","2026-07-30","passed","2026-07-30","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","11702","userCanGenerateAuthTokenTest()","","2026-07-30","passed","2026-07-30","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","25028","adminCannotCreateUserWithInvalidDataTest()","","2026-07-30","passed","2026-07-30","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","65634","Депозит валидной суммы на свой существующий счёт [1] amount = 1.0","","2026-07-30","passed","2026-07-30","","iteration2.ui.AccountDepositTest","iteration2.ui.AccountDepositTest","userCanDepositToExistAccount"
"","24931","Депозит на чужой счёт","","2026-07-30","passed","2026-07-30","","iteration2.api.AccountDepositTest","iteration2.api.AccountDepositTest","userCanNotDepositOtherAccount"
"","23120","Перевод на чужой счёт","","2026-07-30","passed","2026-07-30","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanTransferMoneyToOtherAccounts"
"","25352","Ввод имени пользователя на валидное значение [1] newName = ""sunPf RHzNz""","","2026-07-30","passed","2026-07-30","","iteration2.ui.ChangeNameTest","iteration2.ui.ChangeNameTest","userCanSetValidName"
"","23112","Перевод между своими счетами [1] transferAmount = 1.0","","2026-07-30","passed","2026-07-30","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanTransferMoneyBetweenAccounts"
"","2540","adminCanNotCreateUserWithInvalidData(String, String, String, List) [5] username = ""BLlyHeddQc"", password = ""i"", errorKey = ""password"", errorValue = [Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long]","","2026-07-30","passed","2026-07-30","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","58873","Отсутствие перевода без Confirm","","2026-07-30","passed","2026-07-30","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanNotTransferWithoutConfirm"
"","17226","Невозможность изменения имени пользователя на невалидное значение [1] name = ""РНБдЬ АЭэЗа АНЖез""","","2026-07-30","passed","2026-07-30","","iteration2.api.ChangeNameTest","iteration2.api.ChangeNameTest","userCanNotUpdateInvalidName"
"","62615","Депозит валидной суммы на свой существующий счёт [3] amount = 5000.0","","2026-07-30","passed","2026-07-30","","iteration2.ui.AccountDepositTest","iteration2.ui.AccountDepositTest","userCanDepositToExistAccount"
"","856","adminCanNotCreateUserWithInvalidData(String, String, String, List) [2] username = ""iU"", password = ""ZFBtln933!%#@"", errorKey = ""username"", errorValue = [Username must be between 3 and 15 characters]","","2026-07-30","passed","2026-07-30","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","16374","Изменение имени пользователя на валидное значение [1] name = ""gVNYz MYxtp""","","2026-07-30","passed","2026-07-30","","iteration2.api.ChangeNameTest","iteration2.api.ChangeNameTest","userCanUpdateValidName"
"","19828","Изменение имени на пустое","","2026-07-30","passed","2026-07-30","","iteration2.ui.ChangeNameTest","iteration2.ui.ChangeNameTest","changeToEmptyName"
"","2597","adminCanGenerateAuthTokenTest()","","2026-07-30","passed","2026-07-30","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","11566","Невозможность изменения имени пользователя на невалидное значение [4] name = ""12601 04718""","","2026-07-30","passed","2026-07-30","","iteration2.api.ChangeNameTest","iteration2.api.ChangeNameTest","userCanNotUpdateInvalidName"
"","35271","Перевод на чужой счёт","","2026-07-30","passed","2026-07-30","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanTransferMoneyToOtherAccounts"
"","17032","Перевод между своими счетами [3] transferAmount = 10000.0","","2026-07-30","passed","2026-07-30","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanTransferMoneyBetweenAccounts"
"","23181","Депозит валидной суммы на свой существующий счёт [3] amount = 5000.0","","2026-07-30","passed","2026-07-30","","iteration2.api.AccountDepositTest","iteration2.api.AccountDepositTest","userCanDepositExistAccount"
"","40116","Изменение имени на то же самое","","2026-07-30","passed","2026-07-30","","iteration2.ui.ChangeNameTest","iteration2.ui.ChangeNameTest","changeTheSameName"
"","42632","Ввод имени пользователя на невалидное значение [3] newName = ""eLZRS43687 LtmHo82663""","","2026-07-30","passed","2026-07-30","","iteration2.ui.ChangeNameTest","iteration2.ui.ChangeNameTest","userCanNotSetInvalidName"
"","56999","Отсутствие перевода с некорректным Amount [2] transferAmount = 10001.0, message = ""Transfer amount cannot exceed 10000""","","2026-07-30","passed","2026-07-30","","iteration2.ui.RepeatTransferTest","iteration2.ui.RepeatTransferTest","userCanNotRepeatTransferWithInvalidAmount"
"","15939","Невозможность изменения имени пользователя на невалидное значение [2] name = ""ETNGu stpxG DEmHB""","","2026-07-30","passed","2026-07-30","","iteration2.api.ChangeNameTest","iteration2.api.ChangeNameTest","userCanNotUpdateInvalidName"
"","25170","Трансфер невалидной суммы на свой существующий счёт [2] transferAmount = 10001.0, errorMessage = ""Transfer amount cannot exceed 10000""","","2026-07-30","passed","2026-07-30","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanNotTransferInvalidAmountBetweenAccounts"
"","29533","testTransferWithFraudCheckManualReviewRequired(FraudCheckResponse)","","2026-07-30","passed","2026-07-30","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckManualReviewRequired"
"","33016","Ввод имени пользователя на невалидное значение [1] newName = ""НдгДх ЦгГЭх ёПКСю""","","2026-07-30","passed","2026-07-30","","iteration2.ui.ChangeNameTest","iteration2.ui.ChangeNameTest","userCanNotSetInvalidName"
"","25371","testTransferWithFraudCheckVerificationRequired(FraudCheckResponse)","","2026-07-30","passed","2026-07-30","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckVerificationRequired"
