"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23714","Трансфер невалидной суммы на свой существующий счёт [2] transferAmount = 10001.0, errorMessage = ""Transfer amount cannot exceed 10000""","","2026-07-28","passed","2026-07-28","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanNotTransferInvalidAmountBetweenAccounts"
"","49884","Повторный перевод на свой счёт","","2026-07-28","passed","2026-07-28","","iteration2.ui.RepeatTransferTest","iteration2.ui.RepeatTransferTest","userCanRepeatTransferToOwnAccount"
"","45897","testTransferWithFraudCheckApproved(FraudCheckResponse)","","2026-07-28","passed","2026-07-28","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckApproved"
"","3633","adminCanCreateUserWithCorrectData()","","2026-07-28","passed","2026-07-28","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","11034","userCanCreateAccountTest()","","2026-07-28","passed","2026-07-28","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","userCanCreateAccountTest"
"","88824","Отображение истории транзакций между своими счетами","","2026-07-28","passed","2026-07-28","","iteration2.ui.TransferAgainTest","iteration2.ui.TransferAgainTest","userCanSearchTransactionBetweenOwnTransfers"
"","22045","Перевод между своими счетами [1] transferAmount = 1.0","","2026-07-28","passed","2026-07-28","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanTransferMoneyBetweenAccounts"
"","73370","Отсутствие перевода без Confirm","","2026-07-28","passed","2026-07-28","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanNotTransferWithoutConfirm"
"","3932","adminCanNotCreateUserWithInvalidData(String, String, String, List) [4] username = ""huOwpgxSyr"", password = null, errorKey = ""password"", errorValue = [Password cannot be blank]","","2026-07-28","passed","2026-07-28","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","81691","Депозит валидной суммы на свой существующий счёт [3] amount = 5000.0","","2026-07-28","passed","2026-07-28","","iteration2.ui.AccountDepositTest","iteration2.ui.AccountDepositTest","userCanDepositToExistAccount"
"","34553","Перевод с чужого аккаунта на свой","","2026-07-28","passed","2026-07-28","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanNotTransferFromNeSvoyAccount"
"","23322","testTransferWithFraudOtherReason(FraudCheckResponse)","","2026-07-28","passed","2026-07-28","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudOtherReason"
"","46644","Депозит невалидной суммы на свой существующий счёт [1] amount = 0, alert = ""❌ Please enter a valid amount.""","","2026-07-28","passed","2026-07-28","","iteration2.ui.AccountDepositTest","iteration2.ui.AccountDepositTest","userCanNotDepositExistAccountWithBadValue"
"","54503","Трансфер невалидной суммы на свой существующий счёт [1] transferAmount = -1, message = ""Invalid transfer: insufficient funds or invalid accounts""","","2026-07-28","passed","2026-07-28","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanNotTransferInvalidAmountBetweenAccounts"
"","2328","adminCanGenerateAuthTokenTest()","","2026-07-28","passed","2026-07-28","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","37752","Изменение введённого имени пользователя на валидное значение [1] newName = ""omguU Bzofh""","","2026-07-28","passed","2026-07-28","","iteration2.ui.ChangeNameTest","iteration2.ui.ChangeNameTest","userCanUpdateValidName"
"","17658","Отсутствие перевода между счетами при недостаточности средств у отправителя","","2026-07-28","passed","2026-07-28","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanNotTransferInsufficientMoneyBetweenAccounts"
"","35527","Депозит невалидной суммы на свой существующий счёт [2] amount = -1, alert = ""❌ Please enter a valid amount.""","","2026-07-28","passed","2026-07-28","","iteration2.ui.AccountDepositTest","iteration2.ui.AccountDepositTest","userCanNotDepositExistAccountWithBadValue"
"","29185","testTransferWithFraudCheckManualReviewRequired(FraudCheckResponse)","","2026-07-28","passed","2026-07-28","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckManualReviewRequired"
"","61662","Отсутствие перевода с некорректным Amount [2] transferAmount = 10001.0, message = ""Transfer amount cannot exceed 10000""","","2026-07-28","passed","2026-07-28","","iteration2.ui.RepeatTransferTest","iteration2.ui.RepeatTransferTest","userCanNotRepeatTransferWithInvalidAmount"
"","20722","adminCannotCreateUserWithInvalidDataTest()","","2026-07-28","passed","2026-07-28","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","73019","Отсутствие перевода без Recipient Account Number","","2026-07-28","passed","2026-07-28","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanNotTransferWithoutRecipientAccountNumber"
